packet_size,timestamp,protocol,ip_src,ip_dst,transport,tls_version,tcp_seq,tcp_ack,tcp_window,tcp_flags,tls_handshake_type,tls_cipher_suite,flow_size,flow_volume,inter_packet_time,avg_rtt
1302.0,1739284573.704127,TLS,74.125.133.84,10.12.16.216,TCP,0x0303,4141.0,1730.0,268288.0,24.0,Unknown,Unknown,5782.0,7.0,0.0,0.01789027452468872
54.0,1739284573.704192,TCP,10.12.16.216,74.125.133.84,TCP,Unknown,1730.0,5389.0,131072.0,16.0,Unknown,Unknown,577.0,4.0,0.07082080841064453,0.07075643539428711
128.0,1739284573.707351,TLS,10.12.16.216,74.125.133.84,TCP,0x0303,1730.0,5389.0,131072.0,24.0,Unknown,Unknown,705.0,5.0,0.003159046173095703,0.07075643539428711
146.0,1739284573.707583,TLS,10.12.16.216,74.125.133.84,TCP,0x0303,1804.0,5389.0,131072.0,24.0,Unknown,Unknown,851.0,6.0,0.0002319812774658203,0.07075643539428711
1434.0,1739284573.707834,TCP,10.12.16.216,74.125.133.84,TCP,Unknown,3276.0,5389.0,131072.0,16.0,Unknown,Unknown,2285.0,7.0,0.0002510547637939453,0.04725464185078939
310.0,1739284573.707834,TLS,10.12.16.216,74.125.133.84,TCP,0x0303,4656.0,5389.0,131072.0,24.0,Unknown,Unknown,2595.0,8.0,0.0,0.04725464185078939
86.0,1739284573.707942,TLS,10.12.16.216,74.125.133.84,TCP,0x0303,4912.0,5389.0,131072.0,24.0,Unknown,Unknown,2681.0,9.0,0.00010800361633300781,0.04725464185078939
1020.0,1739284573.714475,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,5748.0,2593.0,267520.0,24.0,Unknown,Unknown,7215.0,9.0,0.05718088150024414,0.017520010471343994
1042.0,1739284573.714475,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,5758.0,2367.0,267776.0,24.0,Unknown,Unknown,7247.0,9.0,0.06105184555053711,0.0184822678565979
85.0,1739284573.714475,TLS,142.251.143.195,10.12.16.216,TCP,0x0303,6746.0,2367.0,267776.0,24.0,Unknown,Unknown,7332.0,10.0,0.0,0.0184822678565979
85.0,1739284573.714475,TLS,216.58.204.138,10.12.16.216,TCP,0x0303,6714.0,2593.0,267520.0,24.0,Unknown,Unknown,7300.0,10.0,0.0,0.017520010471343994
54.0,1739284573.714575,TCP,10.12.16.216,142.251.143.195,TCP,Unknown,2367.0,6777.0,130048.0,16.0,Unknown,Unknown,1430.0,8.0,0.057290077209472656,0.06239167849222819
54.0,1739284573.714605,TCP,10.12.16.216,216.58.204.138,TCP,Unknown,2593.0,6745.0,130048.0,16.0,Unknown,Unknown,1764.0,10.0,0.0549311637878418,0.044347941875457764
85.0,1739284573.714855,TLS,10.12.16.216,216.58.204.138,TCP,0x0303,2593.0,6745.0,130048.0,24.0,Unknown,Unknown,1849.0,11.0,0.0002498626708984375,0.044347941875457764
85.0,1739284573.714891,TLS,10.12.16.216,142.251.143.195,TCP,0x0303,2367.0,6777.0,130048.0,24.0,Unknown,Unknown,1515.0,9.0,0.0003159046173095703,0.06239167849222819
127.0,1739284573.715062,TLS,10.12.16.216,142.251.209.36,TCP,0x0303,4297.0,5349.0,131072.0,24.0,Unknown,Unknown,2107.0,9.0,0.014816999435424805,0.06110060214996338
